orden_id;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor
100579PJ50A;66001;Pereira;Risaralda
107228PM85A;52411;Linares;Nariño
108206PG38B;50683;San juan de arama;Meta
4056PE91A;50006;Acacias;Meta
25833PF37C;52411;Linares;Nariño
70546PH16A;94001;Inirida;Guainia
113PJ78A;27006;Acandi;Choco
87339PK79A;52565;Providencia;Nariño
53964PB86A;94001;Inirida;Guainia
68604PH11A;18001;Florencia;Caqueta
84637PS78A;50001;Villavicencio;Meta
110678PM59A;18001;Florencia;Caqueta
25440PK53A;52203;Colon;Nariño
54320PL87C;5002;Abejorral;Antioquia
40726PT25A;85001;Yopal;Casanare
88099PJ61A;52385;La llanada;Nariño
88176PT66A;52381;La florida;Nariño
56499PS30A;99001;Puerto carreño;Vichada
105282PI28A;54003;Abrego;Norte de santander
37357PI57A;66001;Pereira;Risaralda
4558PE22B;76001;Cali;Valle del cauca
9883PL66A;17001;Manizales;Caldas
26312PB59A;50006;Acacias;Meta
2271PK93A;52356;Ipiales;Nariño
109561PS34A;76001;Cali;Valle del cauca
5855PC33D;81001;Arauca;Arauca
6347PJ78B;85001;Yopal;Casanare
64087PF42B;52323;Gualmatan;Nariño
18762PH19A;5001;Medellin;Antioquia
18827PT10A;50683;San juan de arama;Meta
76061PA37A;13001;Cartagena;Bolivar
87999PN78A;54003;Abrego;Norte de santander
88019PL16A;5001;Medellin;Antioquia
32494PH42A;52381;La florida;Nariño
22530PR54A;66001;Pereira;Risaralda
69719PO49A;54001;Cucuta;Norte de santander
107266PE63A;52480;Nariño;Nariño
9531PG20A;52435;Mallama;Nariño
6631PB33A;19001;Popayan;Cauca
3018PQ81A;68001;Bucaramanga;Santander
37392PP76A;85001;Yopal;Casanare
92725PD27B;91001;Leticia;Amazonas
28349PE97A;52323;Gualmatan;Nariño
27425PB87A;50686;San juanito;Meta
17933PF23A;52385;La llanada;Nariño
78513PF24A;52473;Mosquera;Nariño
15668PD32A;50001;Villavicencio;Meta
67874PB54A;54003;Abrego;Norte de santander
74855PD77A;52473;Mosquera;Nariño
109708PT50A;86001;Mocoa;Putumayo
46644PG63A;5002;Abejorral;Antioquia
96186PJ15A;88001;San andres;San andres
26567PQ84A;52381;La florida;Nariño
71883PR83B;76001;Cali;Valle del cauca
2403PM30A;52435;Mallama;Nariño
69171PI62A;13006;Achi;Bolivar
69388PS31A;50001;Villavicencio;Meta
82191PD46C;52480;Nariño;Nariño
10126PP11A;52490;Olaya herrera;Nariño
14201PS36A;17001;Manizales;Caldas
56334PL26A;54003;Abrego;Norte de santander
35470PJ15A;52210;Contadero;Nariño
75815PR22A;50683;San juan de arama;Meta
96673PS31A;97001;Mitu;Vaupes
21877PN72A;17001;Manizales;Caldas
81355PG38A;52356;Ipiales;Nariño
84227PR12A;44001;Riohacha;La guajira
46972PK82A;13001;Cartagena;Bolivar
10100PB33B;17001;Manizales;Caldas
40065PK81A;5002;Abejorral;Antioquia
18110PE15A;52051;Arboleda;Nariño
93236PB30A;52323;Gualmatan;Nariño
50941PE98A;97001;Mitu;Vaupes
80160PJ88A;50001;Villavicencio;Meta
79578PL24B;18001;Florencia;Caqueta
107580PQ40B;27001;Quibdo;Choco
1338PO98A;52565;Providencia;Nariño
83873PC34A;52323;Gualmatan;Nariño
7292PF72A;52540;Policarpa;Nariño
57149PR20A;97001;Mitu;Vaupes
76603PE23A;17001;Manizales;Caldas
2775PS11A;76001;Cali;Valle del cauca
60740PA26A;17001;Manizales;Caldas
82719PE88A;23001;Monteria;Cordoba
3576PT15A;5002;Abejorral;Antioquia
84267PN54A;68001;Bucaramanga;Santander
82780PF79B;68001;Bucaramanga;Santander
69900PN74A;50686;San juanito;Meta
14260PK32B;52390;La tola;Nariño
98295PD39B;52323;Gualmatan;Nariño
25123PA56B;25001;Agua de dios;Cundinamarca
4881PM69A;27001;Quibdo;Choco
98661PF55A;76001;Cali;Valle del cauca
18939PL27A;52210;Contadero;Nariño
14675PA51A;52385;La llanada;Nariño
8329PC38A;52203;Colon;Nariño
55083PD43A;52083;Belen;Nariño
3143PC80A;8001;Barranquilla;Atlantico
75403PC81A;91001;Leticia;Amazonas
23285PO34A;52051;Arboleda;Nariño
16149PI77A;52051;Arboleda;Nariño
67166PS91B;54003;Abrego;Norte de santander
55680PA68A;25001;Agua de dios;Cundinamarca
112342PR92A;50006;Acacias;Meta
108939PG37B;52565;Providencia;Nariño
102558PL10A;8001;Barranquilla;Atlantico
19601PM35A;15001;Tunja;Boyaca
63984PS72B;50001;Villavicencio;Meta
87469PS73A;5001;Medellin;Antioquia
37462PH14A;52210;Contadero;Nariño
45130PG18B;76001;Cali;Valle del cauca
82990PS57A;54001;Cucuta;Norte de santander
49230PB80A;52210;Contadero;Nariño
35910PE94A;23001;Monteria;Cordoba
70138PG27A;52490;Olaya herrera;Nariño
105367PS23A;44001;Riohacha;La guajira
53729PP99A;50686;San juanito;Meta
87879PG88A;54003;Abrego;Norte de santander
19327PR37A;63001;Armenia;Quindio
81692PE59A;50006;Acacias;Meta
106247PN31A;52540;Policarpa;Nariño
9970PS16A;52385;La llanada;Nariño
41431PL58A;27001;Quibdo;Choco
43584PA15B;52390;La tola;Nariño
24631PB62A;88001;San andres;San andres
64457PT29A;8001;Barranquilla;Atlantico
42429PN11A;52051;Arboleda;Nariño
33867PS65A;81001;Arauca;Arauca
55340PJ94A;95001;San jose del guaviare;Guaviare
88077PE16A;70001;Sincelejo;Sucre
86908PQ48A;8001;Barranquilla;Atlantico
46353PT70A;50001;Villavicencio;Meta
67019PC75A;52405;Leiva;Nariño
82782PK95A;52405;Leiva;Nariño
84582PJ61A;66001;Pereira;Risaralda
19906PI79A;97001;Mitu;Vaupes
43236PQ20A;52381;La florida;Nariño
48797PJ63A;52323;Gualmatan;Nariño
59084PA18A;52323;Gualmatan;Nariño
86624PE97A;52381;La florida;Nariño
66855PM42B;17001;Manizales;Caldas
94646PM37A;97001;Mitu;Vaupes
44985PG18A;52411;Linares;Nariño
80464PH34A;88001;San andres;San andres
39000PN56A;5004;Abriaqui;Antioquia
62775PK44A;52411;Linares;Nariño
21484PO40A;54003;Abrego;Norte de santander
64206PM80A;54001;Cucuta;Norte de santander
90763PO63A;23001;Monteria;Cordoba
94466PP10A;52473;Mosquera;Nariño
6756PK72A;52490;Olaya herrera;Nariño
100260PT91A;52323;Gualmatan;Nariño
90888PI21A;52411;Linares;Nariño
110326PO39A;44001;Riohacha;La guajira
19018PB95A;52001;Pasto;Nariño
83894PQ69A;54003;Abrego;Norte de santander
3187PN73A;66001;Pereira;Risaralda
60297PI52A;54001;Cucuta;Norte de santander
61271PP94A;52490;Olaya herrera;Nariño
111910PG63E;94001;Inirida;Guainia
2555PP74A;95001;San jose del guaviare;Guaviare
106580PB73B;54003;Abrego;Norte de santander
2908PA63A;52381;La florida;Nariño
34420PK33A;54003;Abrego;Norte de santander
26429PJ24A;52473;Mosquera;Nariño
38484PG36A;91001;Leticia;Amazonas
66913PD41E;52490;Olaya herrera;Nariño
13834PK13A;52203;Colon;Nariño
108965PJ88A;50001;Villavicencio;Meta
45226PG66B;85001;Yopal;Casanare
40504PO43B;52490;Olaya herrera;Nariño
79281PN17A;50001;Villavicencio;Meta
45436PE63A;66001;Pereira;Risaralda
23747PQ75A;52051;Arboleda;Nariño
60644PL17A;52203;Colon;Nariño
50316PB73A;68001;Bucaramanga;Santander
21841PL86A;11001;Bogota d.c.;Bogota d.c.
46339PN25A;66001;Pereira;Risaralda
100088PM44A;52323;Gualmatan;Nariño
92544PJ50A;54003;Abrego;Norte de santander
14440PF99A;66001;Pereira;Risaralda
100857PE77B;5004;Abriaqui;Antioquia
28253PG72C;54003;Abrego;Norte de santander
92765PR20A;54001;Cucuta;Norte de santander
28778PR68A;76001;Cali;Valle del cauca
43055PC98A;50683;San juan de arama;Meta
8269PR52A;50686;San juanito;Meta
84835PP87A;54003;Abrego;Norte de santander
47806PK19A;52210;Contadero;Nariño
41687PR84A;52520;Francisco pizarro;Nariño
98315PE69A;23001;Monteria;Cordoba
61522PP35A;44001;Riohacha;La guajira
79989PN91A;44001;Riohacha;La guajira
57591PS38A;91001;Leticia;Amazonas
66259PD22A;52540;Policarpa;Nariño
82443PA99A;52411;Linares;Nariño
27070PL50A;17001;Manizales;Caldas
50604PQ17A;25001;Agua de dios;Cundinamarca
86334PM93B;52418;Los andes;Nariño
98481PC22A;17001;Manizales;Caldas
110167PK44A;73001;Ibague;Tolima
88143PT62A;70001;Sincelejo;Sucre
93821PI56A;13006;Achi;Bolivar
55204PB54A;11001;Bogota d.c.;Bogota d.c.
34488PK43A;17001;Manizales;Caldas
85361PF49A;8001;Barranquilla;Atlantico
89778PB11B;52323;Gualmatan;Nariño
54159PH39A;50683;San juan de arama;Meta
6306PH97B;17001;Manizales;Caldas
103354PP10C;44001;Riohacha;La guajira
1988PF73A;50683;San juan de arama;Meta
69360PP92A;73001;Ibague;Tolima
32760PI64B;50001;Villavicencio;Meta
41386PQ56A;52381;La florida;Nariño
69410PS21A;50001;Villavicencio;Meta
111347PG68A;52079;Barbacoas;Nariño
34110PJ34A;25001;Agua de dios;Cundinamarca
46490PN33A;8001;Barranquilla;Atlantico
28068PG74A;97001;Mitu;Vaupes
48654PL68A;52418;Los andes;Nariño
25134PS18A;76001;Cali;Valle del cauca
71433PA64A;52390;La tola;Nariño
29173PA38A;27001;Quibdo;Choco
57028PC40A;52110;Buesaco;Nariño
12061PC75A;8001;Barranquilla;Atlantico
50301PM34A;52356;Ipiales;Nariño
80234PH61A;5002;Abejorral;Antioquia
40581PR83B;76001;Cali;Valle del cauca
54876PI87A;52079;Barbacoas;Nariño
102800PH40A;52210;Contadero;Nariño
11008PG45A;50001;Villavicencio;Meta
99188PA51A;97001;Mitu;Vaupes
108030PI64A;66001;Pereira;Risaralda
53823PL73A;73001;Ibague;Tolima
93606PQ49A;11001;Bogota d.c.;Bogota d.c.
86443PT38A;85001;Yopal;Casanare
85613PT24A;50001;Villavicencio;Meta
50697PI90C;94001;Inirida;Guainia
25492PO97A;70001;Sincelejo;Sucre
91322PG86A;8001;Barranquilla;Atlantico
88918PH75A;70001;Sincelejo;Sucre
29174PP72A;66001;Pereira;Risaralda
30132PC96A;52520;Francisco pizarro;Nariño
83468PC62A;52210;Contadero;Nariño
86482PT12A;50686;San juanito;Meta
71951PK47A;52473;Mosquera;Nariño
35839PD67A;52001;Pasto;Nariño
49183PE15A;50686;San juanito;Meta
91214PC84A;52051;Arboleda;Nariño
13872PL74A;52480;Nariño;Nariño
33640PP24A;52480;Nariño;Nariño
103626PD85A;52490;Olaya herrera;Nariño
49591PI62A;54003;Abrego;Norte de santander
4185PS31A;50683;San juan de arama;Meta
19183PM31A;52323;Gualmatan;Nariño
45741PA95A;52323;Gualmatan;Nariño
716PE38A;50001;Villavicencio;Meta
2653PP60A;54003;Abrego;Norte de santander
42781PP89A;54003;Abrego;Norte de santander
40952PJ31A;52381;La florida;Nariño
36595PC62A;66001;Pereira;Risaralda
85232PR55B;66001;Pereira;Risaralda
24087PC22D;52473;Mosquera;Nariño
51301PC92A;44001;Riohacha;La guajira
88072PS96A;27001;Quibdo;Choco
23726PB70A;70001;Sincelejo;Sucre
103370PJ80A;66001;Pereira;Risaralda
17018PP89A;5002;Abejorral;Antioquia
16224PC43A;54003;Abrego;Norte de santander
24553PK20A;52323;Gualmatan;Nariño
83105PB48A;52323;Gualmatan;Nariño
84577PR89A;50001;Villavicencio;Meta
22097PI61A;94001;Inirida;Guainia
39900PB90A;52323;Gualmatan;Nariño
5977PR65A;54003;Abrego;Norte de santander
51577PE62C;52405;Leiva;Nariño
111454PO77A;23001;Monteria;Cordoba
54908PD74B;76001;Cali;Valle del cauca
105615PL52B;97001;Mitu;Vaupes
41796PC13A;81001;Arauca;Arauca
91588PN18A;50006;Acacias;Meta
4321PM59A;50006;Acacias;Meta
48550PI87B;27001;Quibdo;Choco
42648PS47A;52473;Mosquera;Nariño
9352PS83A;8001;Barranquilla;Atlantico
8177PO91A;52385;La llanada;Nariño
30760PC25A;70001;Sincelejo;Sucre
27961PG68A;54001;Cucuta;Norte de santander
10301PL36A;50683;San juan de arama;Meta
94406PM73A;25001;Agua de dios;Cundinamarca
15796PB69A;23001;Monteria;Cordoba
78188PD54A;5002;Abejorral;Antioquia
53839PG32A;25001;Agua de dios;Cundinamarca
32589PM54B;5002;Abejorral;Antioquia
106754PJ46A;52435;Mallama;Nariño
3718PD50A;66001;Pereira;Risaralda
13010PB46A;50001;Villavicencio;Meta
89157PT29A;50686;San juanito;Meta
92979PK60A;52323;Gualmatan;Nariño
109025PA57A;52083;Belen;Nariño
88527PL48A;81001;Arauca;Arauca
18545PQ16B;52381;La florida;Nariño
75506PP86A;91001;Leticia;Amazonas
16992PJ13A;11001;Bogota d.c.;Bogota d.c.
29278PE40A;20001;Valledupar;Cesar
69012PO58B;95001;San jose del guaviare;Guaviare
62699PC72A;97001;Mitu;Vaupes
73467PQ64B;70001;Sincelejo;Sucre
32143PP72A;52001;Pasto;Nariño
14629PC31A;50686;San juanito;Meta
67847PE28A;66001;Pereira;Risaralda
90245PN44A;91001;Leticia;Amazonas
72007PA49A;97001;Mitu;Vaupes
102950PS19A;52411;Linares;Nariño
97387PA81A;23001;Monteria;Cordoba
55624PD21A;52473;Mosquera;Nariño
6033PN96A;52399;La union;Nariño
61670PO76A;11001;Bogota d.c.;Bogota d.c.
5948PS73A;52565;Providencia;Nariño
40628PJ12A;50683;San juan de arama;Meta
54911PI59A;52480;Nariño;Nariño
65539PM53A;23001;Monteria;Cordoba
11689PJ79A;52323;Gualmatan;Nariño
55829PN17A;17001;Manizales;Caldas
18708PP37A;66001;Pereira;Risaralda
16311PD72A;23001;Monteria;Cordoba
58368PD59A;52051;Arboleda;Nariño
73942PA95A;52323;Gualmatan;Nariño
58969PH55B;52560;Potosi;Nariño
43373PF95A;50001;Villavicencio;Meta
110838PL74A;76001;Cali;Valle del cauca
47657PA90A;94001;Inirida;Guainia
110239PC64A;50686;San juanito;Meta
73030PA84A;97001;Mitu;Vaupes
86064PP93A;8001;Barranquilla;Atlantico
65883PH50A;54001;Cucuta;Norte de santander
55567PQ81A;13006;Achi;Bolivar
34783PG61A;52405;Leiva;Nariño
85076PO51A;50006;Acacias;Meta
41614PA52A;52381;La florida;Nariño
74935PD48A;76001;Cali;Valle del cauca
383PD58A;19001;Popayan;Cauca
36649PO70B;91001;Leticia;Amazonas
93773PE11A;50686;San juanito;Meta
35648PC66A;81001;Arauca;Arauca
17773PK15A;50001;Villavicencio;Meta
111690PE26A;44001;Riohacha;La guajira
62191PC42A;52051;Arboleda;Nariño
111313PC67A;5001;Medellin;Antioquia
61644PB74A;52427;Magui;Nariño
92587PH54A;50001;Villavicencio;Meta
11693PB57A;68001;Bucaramanga;Santander
23987PT45A;52051;Arboleda;Nariño
22348PM36A;23001;Monteria;Cordoba
45455PO37A;20001;Valledupar;Cesar
17362PE23A;18001;Florencia;Caqueta
85145PH15A;17001;Manizales;Caldas
109788PB32A;68001;Bucaramanga;Santander
10195PM88A;52381;La florida;Nariño
109665PA67A;50006;Acacias;Meta
1113PS21A;27001;Quibdo;Choco
56805PB50A;52560;Potosi;Nariño
55561PB36A;52411;Linares;Nariño
46988PD26A;5001;Medellin;Antioquia
61699PR84A;52323;Gualmatan;Nariño
67673PS13A;73001;Ibague;Tolima
15070PJ49A;52356;Ipiales;Nariño
111230PF35A;17001;Manizales;Caldas
98080PM56A;15001;Tunja;Boyaca
25133PA82A;50001;Villavicencio;Meta
86033PE62A;85001;Yopal;Casanare
26600PD31A;54003;Abrego;Norte de santander
53379PT97A;50683;San juan de arama;Meta
109773PO48A;81001;Arauca;Arauca
53562PD34A;52435;Mallama;Nariño
110911PN15A;52051;Arboleda;Nariño
28985PS19A;52203;Colon;Nariño
11290PN61A;13006;Achi;Bolivar
41863PG20A;52473;Mosquera;Nariño
20902PK50A;52323;Gualmatan;Nariño
92247PB76A;5002;Abejorral;Antioquia
34970PO77A;52490;Olaya herrera;Nariño
45973PD97A;50006;Acacias;Meta
37179PI10A;50001;Villavicencio;Meta
48421PG32A;52079;Barbacoas;Nariño
25774PO45A;50006;Acacias;Meta
17519PC93A;50001;Villavicencio;Meta
90176PC26A;20001;Valledupar;Cesar
34691PN67A;52210;Contadero;Nariño
7527PA70A;76001;Cali;Valle del cauca
15894PK44C;8001;Barranquilla;Atlantico
96169PH31A;52473;Mosquera;Nariño
85160PA90A;52323;Gualmatan;Nariño
95878PR89A;52385;La llanada;Nariño
12760PD98A;25001;Agua de dios;Cundinamarca
80835PJ24A;17001;Manizales;Caldas
87973PK55A;81001;Arauca;Arauca
92052PC68A;8001;Barranquilla;Atlantico
35518PR69B;11001;Bogota d.c.;Bogota d.c.
68866PJ79A;23001;Monteria;Cordoba
48680PL27A;85001;Yopal;Casanare
10693PC51B;54003;Abrego;Norte de santander
91461PT47A;52565;Providencia;Nariño
69835PH97A;50006;Acacias;Meta
9340PD60A;8001;Barranquilla;Atlantico
77311PG88A;70001;Sincelejo;Sucre
77727PF27A;27001;Quibdo;Choco
15471PN71A;85001;Yopal;Casanare
77408PQ69B;52381;La florida;Nariño
106782PH57A;17001;Manizales;Caldas
50877PI35B;20001;Valledupar;Cesar
80488PC88A;50001;Villavicencio;Meta
21104PK71A;52399;La union;Nariño
2169PE43A;52565;Providencia;Nariño
103813PK14A;50001;Villavicencio;Meta
6218PK43A;54003;Abrego;Norte de santander
6478PM22A;52480;Nariño;Nariño
92585PS60A;68001;Bucaramanga;Santander
34487PF23A;52207;Consaca;Nariño
109246PO57A;50006;Acacias;Meta
102581PO68A;50006;Acacias;Meta
83071PC97A;23001;Monteria;Cordoba
34018PJ68A;52323;Gualmatan;Nariño
37913PL89A;11001;Bogota d.c.;Bogota d.c.
31143PC57A;50001;Villavicencio;Meta
39518PE27A;19001;Popayan;Cauca
96759PP90A;66001;Pereira;Risaralda
45209PT68A;50001;Villavicencio;Meta
60483PJ12A;70001;Sincelejo;Sucre
87682PR11A;52079;Barbacoas;Nariño
99385PG89A;50686;San juanito;Meta
70292PH24B;50001;Villavicencio;Meta
7729PN37A;50683;San juan de arama;Meta
71917PB20A;52427;Magui;Nariño
100191PD81A;5002;Abejorral;Antioquia
44972PB19A;52405;Leiva;Nariño
84347PS74A;52323;Gualmatan;Nariño
49511PS34A;23001;Monteria;Cordoba
21769PQ29A;52323;Gualmatan;Nariño
46652PC32A;23001;Monteria;Cordoba
111948PP96B;52323;Gualmatan;Nariño
32567PD27B;52378;La cruz;Nariño
61410PC24A;94001;Inirida;Guainia
40797PR37A;52405;Leiva;Nariño
83495PE48A;15001;Tunja;Boyaca
34785PK65A;18001;Florencia;Caqueta
8210PO51A;85001;Yopal;Casanare
41280PO58A;50683;San juan de arama;Meta
51198PR10A;52560;Potosi;Nariño
17536PL78A;52435;Mallama;Nariño
106148PB53A;52378;La cruz;Nariño
99607PN61A;17001;Manizales;Caldas
7810PN39A;52381;La florida;Nariño
109005PT24A;52411;Linares;Nariño
45396PL17A;19001;Popayan;Cauca
37475PD29A;52323;Gualmatan;Nariño
97461PL84A;52354;Imues;Nariño
48506PI83A;52560;Potosi;Nariño
66924PP16A;52323;Gualmatan;Nariño
105857PM99A;52399;La union;Nariño
10790PQ81A;66001;Pereira;Risaralda
87678PR78B;70001;Sincelejo;Sucre
57844PH62A;5002;Abejorral;Antioquia
103818PF90B;52323;Gualmatan;Nariño
32356PO28A;18001;Florencia;Caqueta
91888PP74A;13006;Achi;Bolivar
74529PL78A;13006;Achi;Bolivar
72107PL73A;52323;Gualmatan;Nariño
4415PK13B;85001;Yopal;Casanare
47481PJ40A;68001;Bucaramanga;Santander
90804PO72A;52210;Contadero;Nariño
91523PE59A;52473;Mosquera;Nariño
68167PJ62C;85001;Yopal;Casanare
85252PO37A;86001;Mocoa;Putumayo
108896PO41A;50001;Villavicencio;Meta
27222PI95A;66001;Pereira;Risaralda
16909PH28A;73001;Ibague;Tolima
503PJ86A;52079;Barbacoas;Nariño
62127PT43A;50686;San juanito;Meta
24729PM84A;52378;La cruz;Nariño
70969PP34A;70001;Sincelejo;Sucre
33578PR16A;52356;Ipiales;Nariño
49327PL40A;52565;Providencia;Nariño
96174PA28A;50006;Acacias;Meta
81434PM32B;54001;Cucuta;Norte de santander
34864PD82A;52540;Policarpa;Nariño
50016PL18A;20001;Valledupar;Cesar
18364PK60B;52381;La florida;Nariño
71117PH74A;52411;Linares;Nariño
105326PI73A;54003;Abrego;Norte de santander
104591PO55A;95001;San jose del guaviare;Guaviare
92736PC85C;13006;Achi;Bolivar
88491PA43A;18001;Florencia;Caqueta
101983PR64B;52435;Mallama;Nariño
626PP86A;52323;Gualmatan;Nariño
97671PN48A;66001;Pereira;Risaralda
51515PI92A;50001;Villavicencio;Meta
5267PD55A;50001;Villavicencio;Meta
33105PF50A;52356;Ipiales;Nariño
66414PR13A;52381;La florida;Nariño
37039PR43A;52565;Providencia;Nariño
81769PG78C;13006;Achi;Bolivar
106395PM49A;54001;Cucuta;Norte de santander
4121PO43A;85001;Yopal;Casanare
55588PN23A;52399;La union;Nariño
77159PR51A;66001;Pereira;Risaralda
100705PT46A;81001;Arauca;Arauca
100788PO30A;52411;Linares;Nariño
8552PM30A;68001;Bucaramanga;Santander
96927PL41A;52565;Providencia;Nariño
38252PN76A;52480;Nariño;Nariño
17886PK26A;76001;Cali;Valle del cauca
4866PT99A;20001;Valledupar;Cesar
102214PM66A;76001;Cali;Valle del cauca
61326PA21A;52435;Mallama;Nariño
3987PI67A;52427;Magui;Nariño
7914PM39A;8001;Barranquilla;Atlantico
33097PQ40A;52323;Gualmatan;Nariño
106637PR60A;95001;San jose del guaviare;Guaviare
80259PQ85A;52207;Consaca;Nariño
45211PI41A;23001;Monteria;Cordoba
72017PJ89A;23001;Monteria;Cordoba
105508PK10A;8001;Barranquilla;Atlantico
68789PO47A;81001;Arauca;Arauca
79958PN76A;52435;Mallama;Nariño
96666PO45A;23001;Monteria;Cordoba
18772PD19A;44001;Riohacha;La guajira
100688PC70A;50686;San juanito;Meta
97408PH93A;52381;La florida;Nariño
42500PE12B;52210;Contadero;Nariño
53111PL89A;50001;Villavicencio;Meta
58448PH58A;8001;Barranquilla;Atlantico
43610PB67A;17001;Manizales;Caldas
7843PC50C;50683;San juan de arama;Meta
98835PA39B;50686;San juanito;Meta
50420PI19A;52207;Consaca;Nariño
100746PP95A;5001;Medellin;Antioquia
91296PO82A;23001;Monteria;Cordoba
51177PC80B;15001;Tunja;Boyaca
51815PA86A;91001;Leticia;Amazonas
631PQ39A;91001;Leticia;Amazonas
76454PI78A;18001;Florencia;Caqueta
45207PF34A;52418;Los andes;Nariño
45345PF45A;18001;Florencia;Caqueta
106727PS91A;52210;Contadero;Nariño
53766PR26A;70001;Sincelejo;Sucre
38211PK50A;70001;Sincelejo;Sucre
69337PN15A;8001;Barranquilla;Atlantico
4133PC98B;13006;Achi;Bolivar
57906PQ92A;52210;Contadero;Nariño
107007PJ29A;25001;Agua de dios;Cundinamarca
103120PT24A;91001;Leticia;Amazonas
39291PS34A;52051;Arboleda;Nariño
105881PL63A;50686;San juanito;Meta
100274PQ81A;94001;Inirida;Guainia
71666PP21A;52565;Providencia;Nariño
54584PP50A;52473;Mosquera;Nariño
40727PE37A;17001;Manizales;Caldas
3887PH61A;47001;Santa marta;Magdalena
89825PI41A;66001;Pereira;Risaralda
52265PP76A;50686;San juanito;Meta
70867PD86A;85001;Yopal;Casanare
52041PL30A;50683;San juan de arama;Meta
73180PE98A;5002;Abejorral;Antioquia
27546PC16A;66001;Pereira;Risaralda
92867PP77A;85001;Yopal;Casanare
89918PC54A;66001;Pereira;Risaralda
3432PP22A;20001;Valledupar;Cesar
33419PE17A;52490;Olaya herrera;Nariño
6553PD49A;50683;San juan de arama;Meta
44944PM71A;70001;Sincelejo;Sucre
486PC92A;5002;Abejorral;Antioquia
75308PG14A;52323;Gualmatan;Nariño
90555PT63A;54003;Abrego;Norte de santander
2212PH75A;17001;Manizales;Caldas
86454PE52B;52203;Colon;Nariño
54173PR94A;25001;Agua de dios;Cundinamarca
54626PJ87A;15001;Tunja;Boyaca
33289PS57A;5001;Medellin;Antioquia
13513PR93A;81001;Arauca;Arauca
79292PL44A;52051;Arboleda;Nariño
91785PE56B;47001;Santa marta;Magdalena
64773PM25A;52560;Potosi;Nariño
20336PK37A;18001;Florencia;Caqueta
88262PP34A;52110;Buesaco;Nariño
89665PC65A;95001;San jose del guaviare;Guaviare
257PE21A;50683;San juan de arama;Meta
55513PF39A;85001;Yopal;Casanare
50315PH49A;52480;Nariño;Nariño
6971PK73A;50001;Villavicencio;Meta
44833PK17A;52411;Linares;Nariño
23998PL95B;44001;Riohacha;La guajira
32237PC62A;91001;Leticia;Amazonas
24774PE67A;50006;Acacias;Meta
53300PG30A;52473;Mosquera;Nariño
5660PS82A;52354;Imues;Nariño
79446PE11A;68001;Bucaramanga;Santander
59726PE52A;50686;San juanito;Meta
79916PG59A;50006;Acacias;Meta
107601PG34A;52001;Pasto;Nariño
108104PG29A;52490;Olaya herrera;Nariño
25431PB63A;52540;Policarpa;Nariño
89477PT29A;50006;Acacias;Meta
92290PM13A;17001;Manizales;Caldas
21283PB51A;44001;Riohacha;La guajira
75953PE17A;73001;Ibague;Tolima
13120PC99A;52356;Ipiales;Nariño
82404PM78A;66001;Pereira;Risaralda
76547PR69A;20001;Valledupar;Cesar
38513PT77A;5002;Abejorral;Antioquia
93323PN47A;52051;Arboleda;Nariño
80404PK94A;68001;Bucaramanga;Santander
89992PL34A;17001;Manizales;Caldas
65042PM86E;27001;Quibdo;Choco
9658PI82B;52411;Linares;Nariño
77270PA65A;76001;Cali;Valle del cauca
16476PE80B;97001;Mitu;Vaupes
55691PF84A;52210;Contadero;Nariño
36244PD26A;66001;Pereira;Risaralda
1288PS64A;50001;Villavicencio;Meta
5422PG78A;25001;Agua de dios;Cundinamarca
103049PJ37A;52473;Mosquera;Nariño
5091PT98A;52381;La florida;Nariño
2435PF84A;11001;Bogota d.c.;Bogota d.c.
93823PO37A;13001;Cartagena;Bolivar
37884PQ46A;54001;Cucuta;Norte de santander
75054PT75A;5001;Medellin;Antioquia
32604PP80B;68001;Bucaramanga;Santander
87831PS38A;52110;Buesaco;Nariño
95357PN86A;17001;Manizales;Caldas
25824PC38B;11001;Bogota d.c.;Bogota d.c.
45043PF51A;50006;Acacias;Meta
19050PK58A;50006;Acacias;Meta
23971PS89A;27001;Quibdo;Choco
21838PJ30A;70001;Sincelejo;Sucre
59611PE13A;52378;La cruz;Nariño
46108PH81A;52405;Leiva;Nariño
109791PP36A;52210;Contadero;Nariño
51283PJ30A;52051;Arboleda;Nariño
28398PP77A;50001;Villavicencio;Meta
72317PP30A;66001;Pereira;Risaralda
16391PN83F;81001;Arauca;Arauca
105724PK46A;23001;Monteria;Cordoba
101480PL30A;52051;Arboleda;Nariño
94325PQ89A;5001;Medellin;Antioquia
92711PS83A;52051;Arboleda;Nariño
4699PM80A;52405;Leiva;Nariño
72453PQ19B;52565;Providencia;Nariño
27495PN93A;5002;Abejorral;Antioquia
41241PL46A;52399;La union;Nariño
53860PT56A;54003;Abrego;Norte de santander
76637PD24B;50001;Villavicencio;Meta
85034PE27A;52418;Los andes;Nariño
22148PC25A;85001;Yopal;Casanare
20539PE12A;73001;Ibague;Tolima
68300PN53A;50686;San juanito;Meta
7334PG70A;81001;Arauca;Arauca
49940PT95A;19001;Popayan;Cauca
87002PC23A;50683;San juan de arama;Meta
86845PC90A;52051;Arboleda;Nariño
27530PD62A;52565;Providencia;Nariño
54924PG18A;50006;Acacias;Meta
73010PH71A;52473;Mosquera;Nariño
